ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,BILL_AMT1,PAY_AMT1,PAY_2,BILL_AMT2,PAY_AMT2,PAY_3,BILL_AMT3,PAY_AMT3,PAY_4,BILL_AMT4,PAY_AMT4,PAY_5,BILL_AMT5,PAY_AMT5,PAY_6,BILL_AMT6,PAY_AMT6,default.payment.next.month
214,365570,2,4,2,59,4,186227,25892,6,125562,24840,8,62726,36306,5,144635,38225,5,256966,9215,-2,283609,30021,1
215,389989,1,3,3,24,8,22997,32364,5,192409,30049,-1,33829,26787,1,165565,16281,3,167377,22878,8,74799,35603,1
216,425515,2,3,3,47,8,59809,1815,5,266623,25928,8,246291,45598,3,166759,5843,5,202335,40290,1,194448,3631,1
217,53585,2,1,2,27,-1,102596,49744,7,70997,27941,3,123560,47799,3,221687,22730,6,3935,44745,2,101299,10911,1
218,381369,1,4,2,44,5,87608,33176,1,188376,46741,-1,63441,40508,8,129053,15418,5,82703,30336,8,129580,25883,0
219,74044,2,3,2,29,5,-4439,962,4,43494,34559,7,257113,49518,8,147391,39286,6,69351,29526,1,97969,42039,1
220,445773,2,3,2,21,2,27632,28197,1,181028,11944,8,238728,7602,2,181769,30299,0,251646,16986,0,265970,12201,0
221,452296,2,2,1,54,4,287290,242,6,158537,7235,0,-8666,42220,3,104524,5619,1,92531,16839,7,212246,34171,1
222,119556,1,4,2,60,1,232207,21647,-2,66253,43923,4,44237,31121,7,17012,38644,2,220805,598,4,9411,1248,1
223,12693,1,3,1,51,2,130443,33082,0,289720,11699,5,33677,20854,5,261090,35932,0,144016,36509,5,204240,42251,1
224,498219,1,2,3,59,0,186722,29609,1,68345,18658,6,118269,35555,8,143235,19068,4,86887,4963,1,201342,43018,0
225,367403,1,1,3,43,1,55673,38660,2,88707,20719,-2,256633,5671,6,20906,39500,1,83962,12329,-1,61087,47823,0
226,253307,1,1,2,23,1,127601,5093,8,44333,41236,8,269849,46737,-1,218676,12342,8,297566,43869,2,87817,7820,1
227,210235,2,2,3,59,4,128363,38765,-2,-1575,27418,5,278289,171,4,91556,7117,1,60404,13111,6,280156,28398,0
228,35939,1,4,1,40,7,287597,13188,5,160827,10161,1,690,23803,1,86071,12888,5,182975,4932,3,95431,22902,1
229,452141,1,3,1,46,7,132048,12608,7,286264,44256,2,286971,15990,4,276015,35037,3,127894,45491,3,22758,38974,0
230,446157,2,4,2,54,7,187574,4704,1,22290,29513,7,28656,38543,6,202108,46256,-2,164862,28873,8,279900,19742,0
231,162906,2,2,2,52,-2,247985,29058,7,297125,22657,8,222931,2897,3,22539,34108,-1,50579,49727,0,18588,3436,0
232,28047,1,3,2,53,4,37086,23033,6,236827,11606,-2,211970,49995,-2,168092,23602,8,273338,1392,1,19285,9928,1
233,298249,2,3,1,60,2,227069,45830,6,270208,24342,-1,109814,47539,7,213241,15341,8,191640,49537,4,280233,26708,1
234,85766,2,3,2,25,5,184516,2941,3,105390,36550,-1,183744,22447,6,248756,7489,1,21911,31160,7,220391,38815,1
235,418923,2,4,1,30,8,138849,5167,-1,226204,17639,6,240185,17310,5,183772,26875,4,190113,10355,3,280081,45055,1
236,425192,1,4,1,56,5,19940,9176,5,60891,1244,3,11187,31170,3,244842,11689,-1,99586,46762,0,262836,32035,0
237,54262,2,2,3,50,3,27268,12366,-1,35120,22341,-1,-8544,19781,1,24986,22558,1,164026,41914,7,50383,34788,0
238,397261,2,1,3,29,0,114786,250,-2,210950,47046,3,23980,39681,8,205272,27261,6,267403,39641,8,35025,26406,0
239,295920,1,2,2,52,-1,198669,44126,6,161874,8555,4,289027,1526,4,94128,38116,4,122987,40638,7,253261,40565,0
240,171152,2,3,2,41,6,135503,27298,8,92796,12558,5,117518,2043,7,222516,9475,-1,191092,24906,7,293601,23059,1
241,138376,2,2,2,62,5,124706,46195,4,154251,36774,-2,56617,31536,-2,176306,20608,1,30466,33113,7,36831,21815,1
242,470058,1,1,2,46,7,283841,49676,8,153136,5129,3,159793,21927,8,110041,33365,4,297389,27105,0,132607,33287,0
243,464589,1,2,1,43,2,174134,44621,6,271376,38622,1,281819,49597,-1,108684,49559,1,212985,43594,2,214458,18455,1
244,147848,1,1,2,29,7,123105,39847,6,70010,9996,3,283389,18002,5,152884,41543,7,278239,22065,4,57109,34006,1
245,102787,2,1,3,25,0,171621,41331,5,53185,34367,2,265747,28574,3,-1029,29377,8,297929,43472,7,142613,25100,1
246,137948,1,3,2,28,4,234681,45177,7,169170,32052,-1,105599,39501,6,104673,4159,0,88889,9461,5,41253,34131,1
247,65016,1,1,1,64,8,192789,7525,3,31984,10301,3,82868,1345,-1,155173,48452,0,57932,31407,2,196918,41990,1
248,412690,2,4,3,63,-1,105074,7283,2,1887,44197,1,187771,679,-2,198122,38227,8,85411,41421,0,11636,27564,0
249,461269,2,2,3,31,2,-3171,40660,-2,23422,19718,8,225787,33974,-1,202015,48870,6,92208,34165,1,251700,46904,1
250,31959,2,2,2,56,1,173238,17038,6,174474,44950,2,18064,29335,0,120084,20420,6,215753,23717,-2,283162,18902,1
251,146602,2,4,3,38,2,50524,9789,0,201815,28225,5,93662,11430,3,114578,26808,6,179031,11114,0,230317,24344,1
252,235928,2,4,3,51,7,79903,29404,3,272944,34086,7,199772,39731,8,50593,33575,-2,97537,37708,-2,207026,43211,0
253,391245,1,3,2,61,2,57089,7130,1,61710,14430,-2,40680,25790,8,-9313,26394,6,203660,1120,3,177768,3110,0
254,275892,1,2,2,28,8,67374,24986,5,166509,44328,-1,219648,39197,5,275806,36641,8,295213,25029,5,298021,5102,0
255,238576,1,4,1,56,-2,247012,26031,-1,129897,40311,7,194938,25008,5,267170,5079,-2,101448,12659,7,17507,10543,0
256,23545,2,3,3,39,8,244446,31400,5,21654,16223,6,178732,19596,7,269624,44320,0,267878,5345,0,131011,24919,1
257,399803,1,2,2,42,8,28456,44870,1,-3943,14628,6,142416,35962,-1,170691,40326,7,74325,4215,-2,107529,20261,0
258,469415,2,2,3,22,7,38058,1320,3,141507,22150,4,168894,35543,2,15253,15287,5,189566,12074,2,35994,40052,1
259,175838,2,4,2,31,5,25133,11640,3,204529,542,2,88790,8657,0,120644,7665,6,93074,18362,0,135242,5729,0
260,345674,1,1,1,23,-1,122781,10156,8,232136,12810,0,1350,22859,5,288655,27462,6,-5695,32621,0,240453,45115,0
261,365701,1,1,2,53,6,174081,30116,0,286831,21196,1,89612,24547,2,226721,21703,8,165861,49045,8,158221,40223,0
262,71087,2,4,2,30,1,76905,36191,8,95406,32852,3,137113,27017,7,236078,42980,4,290949,18240,3,-9989,22620,1
263,499055,2,1,1,23,5,130628,44091,2,70991,5911,6,129034,49170,-2,203267,29748,8,233692,13726,5,216835,13349,1
264,78840,1,2,2,59,7,204774,35555,-1,178374,30308,0,277370,16841,3,269322,1615,5,223440,19139,3,2622,511,1
265,128451,1,3,1,57,0,230254,18834,0,86862,27309,8,245164,3200,6,113906,26026,8,162280,34059,2,19195,18956,0
266,457600,2,3,3,54,2,185234,616,5,86936,7772,0,117297,35667,7,230072,1775,-1,136229,39616,7,5293,37888,0
267,323149,2,4,3,48,8,252017,4187,0,182302,26811,3,280996,16840,3,141966,21882,7,273782,7155,8,240794,2725,0
268,449792,2,3,3,34,-2,276041,32432,5,126567,5784,6,81421,15039,8,28438,33434,8,193583,28624,6,181204,30305,0
269,49353,2,4,2,48,3,114021,44439,8,191413,33766,-2,138028,26091,2,184648,21145,6,133285,17206,4,225300,42584,1
270,203075,1,1,1,50,5,165855,35676,4,128015,41977,5,247820,27669,3,47330,29580,5,14526,40305,-2,229869,6218,1
271,224283,1,2,2,50,1,45017,269,5,278439,30148,4,275408,42665,3,270324,12558,7,10243,7938,0,206370,45118,0
272,324877,2,1,2,47,-2,253641,34714,5,9337,25854,8,257598,37507,1,77020,11165,3,100738,36388,6,284050,20214,0
273,75318,2,4,2,22,8,225907,18423,3,54754,43373,-1,298676,46667,3,90775,24348,-1,176483,18848,0,275273,32,1
274,251025,1,2,1,57,8,126085,9186,5,99575,49286,0,168631,16556,2,214602,30969,6,1575,26087,3,205903,20868,0
275,492690,2,2,2,33,8,186402,19831,3,183557,1642,4,49673,35317,-1,116610,36321,1,22809,5923,6,204143,40788,0
276,426880,2,2,2,59,7,239983,23492,3,147760,477,4,80865,46942,5,99448,3361,8,46032,21387,-2,143180,19231,0
277,77172,2,1,1,62,7,90095,28048,-2,-5719,29509,3,225542,24347,1,32837,4966,6,235281,23517,0,82859,18330,1
278,226688,2,2,1,48,5,34599,17509,8,299860,48290,-2,284204,49932,-2,211901,14982,8,243878,45513,2,105837,33541,0
279,266951,2,1,3,40,3,43021,45182,3,219118,6071,-1,109370,27562,1,60169,4738,-2,174056,2820,5,-1553,35440,0
280,103264,2,1,1,59,7,209713,9036,6,64917,32304,7,257227,37463,-1,181494,35896,6,120027,14231,8,97765,47265,1
281,256458,1,2,3,38,5,266626,37638,1,244161,39608,-1,100528,39567,-2,15972,25627,2,148648,37378,6,98756,16680,1
282,298880,2,4,3,54,-1,205547,34356,-1,253865,42856,3,228819,47844,-1,18947,31257,-2,-3359,4749,3,147245,36500,0
283,235281,1,2,2,37,3,100494,14180,4,29450,1514,7,870,19578,4,268276,1564,-2,73157,45961,6,264387,16314,0
284,122859,1,2,2,58,-1,54337,15716,5,246,19146,3,10065,35992,5,112521,15188,-2,37304,20578,6,216657,23215,0
285,384325,1,1,2,43,3,88412,28779,7,28636,13015,3,188244,6175,6,-792,43933,0,82631,27519,-2,175074,25118,1
286,404070,2,2,2,51,3,197428,17184,7,70378,20982,2,252280,25205,7,70595,25236,-2,127318,28028,0,125756,21095,0
287,362228,2,4,2,29,7,105017,18101,-2,122810,26195,8,166695,16503,-1,47730,32889,5,68364,49429,8,160925,17939,0
288,441839,2,2,2,55,4,148053,13045,3,178526,36185,5,35182,4981,-2,-8305,18352,8,13599,34065,1,247596,35745,1
289,279536,1,4,2,45,-2,235936,39804,1,163665,33145,6,273654,22456,-2,-8280,31917,5,58086,6164,6,281489,16642,0
290,327824,1,3,3,59,-2,198167,12046,8,177625,44829,1,289675,44777,8,210737,32320,-1,276087,6412,3,297685,23745,0
291,267426,2,3,3,50,-2,156909,30462,3,-1616,45048,1,206635,37316,-1,169766,7202,8,275957,22075,1,112614,49649,0
292,187789,2,3,2,25,2,287563,25490,0,249694,36142,5,144565,38606,5,205834,8331,-1,93016,39535,7,284715,4486,1
293,228164,1,2,2,48,-2,132749,12056,8,124253,32657,6,89264,29027,-1,7414,17364,3,277278,25942,6,259786,1819,0
294,323003,1,1,3,27,0,283220,23185,6,25758,37620,5,171449,23014,4,157139,16689,4,236786,21014,6,81845,31228,0
295,135657,1,4,3,62,-2,91400,6865,1,239550,8176,8,246903,44880,0,81723,45322,5,90694,15921,1,122692,13377,0
296,245167,2,3,1,62,4,249143,18156,4,229728,32407,8,64730,1267,-2,117199,36910,7,52232,34102,4,79607,27513,1
297,167381,1,4,1,62,5,153401,14558,-1,101447,1907,1,271802,24018,4,157791,34102,-1,-6483,29516,7,39269,38098,1
298,490671,1,1,2,58,1,225749,38760,5,156706,13841,-1,184350,49446,8,143836,17347,3,225018,25344,4,90666,24464,0
299,204806,1,4,2,39,6,82764,40672,8,256306,15578,3,144568,19387,-1,213323,40169,6,241210,29968,1,292525,21034,0
300,80467,2,4,2,45,5,5092,41772,3,249741,16961,0,218579,14573,2,161907,32824,7,246345,5217,-2,276246,47188,0
301,193734,2,3,3,38,4,62305,112,5,252100,41871,-1,77440,6228,-1,289922,30971,3,115556,20003,6,146111,44192,0
302,108506,2,4,2,46,8,234246,36290,4,270823,16723,8,221044,24521,0,34381,5078,2,256782,45844,4,86483,16960,1
303,119751,1,3,2,40,6,137429,29186,1,195856,15078,-2,37661,3614,7,207638,25440,0,20036,23360,-2,187071,23488,1
304,391050,1,1,2,22,7,21089,28732,4,256444,15576,6,57559,26638,-2,207669,37342,-2,116022,45131,1,213844,14811,0
305,415904,1,3,1,50,0,6581,21554,8,215159,13628,4,265066,33,8,46793,17534,2,77963,13768,0,85647,28866,0
306,297486,1,4,1,42,-1,71712,10755,7,89705,48776,7,153489,45164,8,276720,49727,2,215293,47440,-1,119334,1809,0
307,178229,2,1,2,62,7,253440,24300,0,-1104,15091,6,174563,32944,6,142068,39093,-2,138306,28438,-1,21666,48322,1
308,471079,1,2,3,54,2,1040,10123,4,252099,46149,6,273709,29508,-1,213316,29504,3,8423,17635,-2,68062,19723,0
309,378452,1,2,1,55,7,298255,19644,8,229593,7993,6,14712,49253,3,13972,16705,1,265824,4470,5,79588,22905,0
310,455299,2,1,2,25,6,209907,36550,3,298064,42319,0,277090,29299,2,16097,14032,1,21305,46269,-1,70839,3410,1
311,116081,1,1,1,35,-1,99822,44285,5,271907,22324,0,1335,44329,1,232079,2678,6,29667,40622,5,193622,44452,1
312,468949,1,4,3,59,-1,280365,9772,8,168070,8806,7,214727,2026,1,237326,3162,-2,171041,33827,6,264817,5562,0
313,99045,1,2,3,35,2,12744,27490,4,255109,26796,3,165337,47870,7,181122,91,7,290063,46806,5,70912,8125,0
314,44698,2,1,3,48,6,191371,34222,5,240441,5089,2,106813,16702,1,286165,17175,5,100059,11858,0,24119,48827,1
315,120078,1,2,3,32,6,-1899,44894,1,174993,17608,1,273261,18406,4,114863,5978,3,55135,21144,-1,89571,17676,0
316,352767,2,2,2,23,7,260329,21420,8,5847,42914,0,209394,1848,2,-3068,6108,-2,221263,4236,5,101707,12414,0
317,32671,1,4,3,30,1,20159,2103,2,119966,44032,0,30856,21038,2,46927,45568,3,45875,29293,0,115930,20888,0
318,428400,2,1,2,56,6,246063,13128,4,114641,29682,1,244516,37598,-1,14422,16482,7,161270,16159,4,164715,17776,0
319,365528,2,3,3,27,-2,154788,48216,0,-9595,37118,5,242310,9699,6,263778,13155,8,97605,47731,8,118845,17686,0
320,445323,2,1,2,63,6,211374,20444,2,187781,10524,2,135266,43387,-1,150998,4263,6,101793,12289,0,221689,33432,1
321,96202,1,2,3,37,8,189945,2145,-1,26702,13125,1,156908,48741,8,230964,10409,5,-6284,34380,2,62133,48722,1
322,61663,1,3,2,40,4,17668,23987,0,100676,27789,0,223876,8973,0,3467,33053,-2,77495,39935,6,112087,21566,1
323,25708,2,3,1,48,6,211125,3379,8,43512,42476,5,214834,26992,-1,30620,37431,2,252045,28486,5,170895,21872,1
324,364050,2,2,2,32,8,4441,380,1,99084,45711,4,294595,5975,2,42259,42896,8,167404,17141,0,122928,9666,0
325,321955,1,3,2,38,7,206246,19324,7,279727,16408,0,12293,38309,2,-9625,39455,8,159656,18727,7,153124,40049,0
326,143883,2,3,3,57,2,156688,24631,3,187890,11394,8,160089,23423,3,244261,14454,3,71391,19694,0,69740,14291,1
327,328394,1,1,3,32,3,89713,16963,0,291615,9168,1,274154,15054,0,238581,48462,2,263058,28609,4,273365,46664,0
328,122547,1,2,1,28,-2,240114,358,2,293711,45720,2,15199,33642,0,233654,19812,1,4462,44914,5,248076,45951,1
329,475298,2,4,3,60,-1,160475,46183,8,260618,47226,3,269780,6151,-2,208012,33296,3,225324,45483,0,260013,26117,0
330,396393,2,3,2,61,-2,157569,42977,-2,100281,41496,0,173561,10440,0,64208,34337,-2,191337,37101,5,217651,18310,0
331,44754,1,2,3,39,-2,241590,1812,8,236848,19111,4,136592,45406,8,174153,48006,4,188352,13995,4,35926,40730,1
332,236814,1,1,3,56,4,-6406,14164,7,235580,7606,-1,174003,38262,3,247593,1440,8,182678,40071,8,22534,6260,0
333,247714,1,1,2,26,0,98600,10302,8,20140,7814,-1,50802,29039,-1,270246,1912,4,293395,39127,4,72388,43049,0
334,152483,2,1,1,48,-2,204769,14050,1,96358,33000,5,179687,42216,0,124825,32615,6,-5367,19383,-1,266893,9690,1
335,143983,1,3,3,64,-2,49344,44832,3,223205,6738,0,293401,26625,3,263547,45036,5,148535,44197,-1,154400,44647,0
336,470486,2,4,3,21,4,183916,47931,7,162441,30239,-2,237555,14265,2,135169,32922,3,11636,20797,6,-2105,39391,1
337,224835,2,1,2,39,8,15965,28039,3,262146,41183,5,99006,17203,-1,290161,26633,-1,78355,30318,0,170879,1747,0
338,411896,1,4,1,23,2,217788,4455,6,17457,25768,5,6865,14098,0,113364,507,6,285951,38683,5,209496,11357,1
339,94896,2,2,1,56,-2,45372,118,3,198027,31246,3,70150,20694,7,66740,40224,-1,193280,32967,-2,249389,15168,0
340,487095,2,1,3,47,5,208325,34865,1,167449,48369,2,230042,31054,6,14563,43923,0,10255,27607,4,49496,46485,0
341,81295,2,3,2,26,3,86780,9559,-2,52016,5084,0,164605,35801,8,96530,6585,5,46863,4790,1,253485,9040,1
342,229686,2,1,3,50,2,121381,10522,-2,283308,37923,-2,238403,47588,7,213424,39625,5,60053,28124,3,63473,47633,1
343,372833,1,3,2,57,3,144628,15725,6,205092,43404,4,41201,18214,-1,248170,10447,2,195094,42572,4,144211,48031,0
344,283255,1,2,2,47,5,-4259,17730,7,102495,47104,4,83823,26666,1,82426,46060,5,256594,46621,-2,149238,2875,0
345,309648,2,4,3,26,6,183268,5087,6,130312,17613,-1,150153,33535,2,143870,33587,0,129245,12544,0,225948,26668,1
346,142874,2,4,2,61,8,220360,9769,-2,155246,21564,3,292953,38737,-2,27720,16590,7,221261,32743,6,293094,27468,1
347,18155,2,4,3,37,8,217051,38970,5,294375,22495,0,208817,17604,0,299488,42127,5,88272,7744,-2,182517,40325,1
348,476872,2,1,1,50,6,36966,29040,4,36650,39706,7,35502,46350,2,150104,26671,8,169617,14676,1,70612,35440,0
349,311528,2,1,1,35,8,4286,49540,7,-3282,20763,4,137987,18836,4,131598,10084,-1,14550,5811,3,37588,1733,1
350,384705,1,2,3,39,0,162558,21559,7,89824,16863,-1,60375,30339,5,299361,33625,8,4256,37744,2,292002,19652,0
351,57254,1,4,1,50,-2,34501,5924,0,273484,37033,-1,50165,961,0,232539,46798,0,146133,2969,3,762,18542,0
352,294062,1,2,1,60,7,92412,35545,8,242840,32878,7,-8945,21749,3,242862,18317,2,180264,28216,3,279895,48103,0
353,95981,1,3,1,29,3,134989,34666,5,126586,3074,-1,93309,33303,1,47500,28611,8,268289,8818,-2,74272,34392,1
354,463929,2,1,1,54,4,8063,45430,5,19490,20283,6,268835,20034,3,22102,23348,5,54084,22736,-2,37653,38439,1
355,40306,2,4,2,46,3,298657,46679,7,25757,11932,6,-3358,32531,5,31445,33678,-2,134583,42991,8,116386,2474,1
356,157718,1,1,3,57,2,226397,42451,5,223361,41950,6,154858,49135,4,115700,34827,8,234892,15694,-1,265573,41347,1
357,318987,1,4,3,55,7,110930,23793,-2,160937,39834,6,193751,5270,8,261960,29784,-1,20487,5410,-2,85083,31053,0
358,130975,1,4,1,62,8,210720,47106,2,45274,39404,-2,230335,26369,3,-5265,23252,2,48081,12845,3,223233,28562,1
359,368745,2,1,3,22,2,192631,7185,2,174556,23840,5,138049,42432,1,51992,24674,1,197790,18141,5,284316,11862,0
360,493951,2,1,3,33,7,238431,46380,7,212247,42154,-1,121875,43947,5,262423,23404,3,48119,45284,1,270846,44311,0
361,117512,2,2,3,63,0,272714,16368,7,260299,9815,-1,48509,47167,5,250248,22908,4,234407,17472,7,207202,4997,1
362,157443,1,1,2,63,1,30164,27067,5,157599,2940,2,263685,35339,2,237759,3893,-1,66759,44051,-1,120725,40386,1
363,480587,1,1,1,29,7,62260,27929,-1,61698,42647,7,31702,25604,-2,137680,22068,-2,117421,25422,-2,277134,19611,0
364,383616,2,1,3,41,0,139211,43047,7,194455,39679,-1,180732,27640,6,129450,23694,6,64785,37896,3,245799,39445,0
365,143121,2,3,2,61,6,149593,48950,6,215141,26444,0,112274,22051,-1,129000,19578,2,194173,10629,1,86357,1958,1
366,172688,2,3,1,64,0,107096,34681,2,265892,41288,1,211342,41077,6,280221,47003,3,271859,26203,6,59695,20177,0
367,375871,1,3,2,21,2,189812,12649,8,108250,28837,8,130072,1730,0,125823,10067,1,229117,48959,7,138472,7799,0
368,385037,2,2,2,40,3,97670,16729,5,259052,43459,1,227986,40205,1,31715,31754,6,230538,43023,-2,179986,1342,0
369,293076,2,2,2,25,5,257689,46000,2,186469,37315,-1,53341,36799,3,169107,2536,5,96345,40018,5,206291,43965,1
370,127796,1,4,3,32,7,145345,12779,-1,111571,43546,-1,257812,48225,8,107780,6031,-2,174250,2285,2,4234,18972,1
371,301999,2,2,1,63,3,159857,5040,-2,174678,34274,-1,104501,33708,8,187362,22984,5,181947,40714,7,262075,31056,0
372,202506,2,1,1,41,3,248392,15480,0,100923,22398,1,179565,37656,-1,273917,29793,4,24815,8909,-1,139977,3403,1
373,475910,2,4,3,59,3,234779,30094,8,111403,34601,6,289338,25441,8,229003,10362,-1,140616,12816,4,541,27646,1
374,184088,2,1,1,43,-2,120903,6683,5,279574,26801,7,200380,818,8,48465,1378,5,125281,48101,1,-7847,9860,0
375,279544,1,4,1,28,7,180840,1465,1,69589,21355,6,288282,6682,2,122685,10032,1,20788,35263,1,248741,24223,1
376,390002,2,2,2,42,8,220463,15428,1,88887,39949,7,209542,23850,0,78548,20327,0,284488,23544,7,-1209,16012,1
377,183714,1,3,3,46,3,24501,43654,7,14471,19582,-2,225713,8810,2,269391,40194,5,40884,27174,1,251234,32732,0
378,25151,2,1,2,39,-2,169181,10836,5,67263,42256,8,197781,19637,5,32362,40026,6,85593,28432,7,262697,24923,0
379,454623,1,4,1,35,-1,170308,46802,4,25660,24288,-1,179876,45662,0,30491,49306,7,253096,25403,2,266781,26450,0
380,76690,2,3,1,57,5,195182,8272,2,174166,2018,0,30831,6123,6,91250,32713,-1,6714,4094,2,136830,1867,1
381,14499,2,1,3,61,5,82177,14282,5,24439,37340,5,36822,39715,0,259949,32200,-2,279532,21633,-1,38511,3693,1
382,16295,1,1,2,41,-1,33424,26993,4,-5528,25829,4,98979,27330,2,211209,28130,7,157513,45670,1,290189,17875,1
383,393029,2,3,2,33,0,298475,4985,6,203406,23254,5,217924,34043,8,170597,46514,5,290401,46607,7,292534,22569,0
384,398215,2,2,2,27,3,127389,606,3,67476,31324,5,213874,18169,5,244373,13422,-1,268723,9468,6,243315,9041,0
385,331184,1,3,3,45,1,28479,43911,-1,30930,40595,8,214168,22883,3,231231,14715,8,242703,26445,8,31190,11001,0
386,284327,2,2,2,53,6,45282,5665,1,277077,17374,-1,227246,45756,7,235787,11374,7,10492,23820,2,197578,47861,0
387,432515,2,4,2,23,4,290600,36071,4,23322,38414,2,65624,40065,3,141212,23883,3,121179,21765,2,243080,17139,1
388,153946,2,2,1,59,7,-4268,20986,8,206584,42294,1,255001,9696,5,117953,31119,2,259051,10255,0,227239,21033,0
389,388480,2,4,1,52,6,59825,12561,4,182363,4913,1,279408,19189,8,279130,46764,-1,65659,36006,4,79052,43428,0
390,42711,2,4,2,61,4,173346,36963,4,-9772,29173,2,168844,19121,2,276513,16427,6,227636,22970,-1,204249,34905,1
391,277683,1,4,2,56,3,105586,43302,5,25302,16747,-1,109688,41233,3,139507,30915,6,12655,9668,3,291701,914,0
392,194423,1,4,1,60,1,294539,8916,7,235484,5131,5,260034,21597,5,-151,48136,0,192359,13740,3,216070,41203,1
393,464483,2,1,3,43,5,282704,35715,8,76957,3664,7,197441,8026,1,282570,20470,7,54120,12530,5,94255,39365,1
394,189426,2,4,1,22,3,292238,8091,7,-2115,35550,-1,277987,18899,-1,226615,5109,5,115522,23516,6,24343,33839,1
395,398207,1,1,2,52,7,48283,12279,1,236040,47836,3,284871,20133,0,102521,28981,1,201961,9052,7,40441,27220,0
396,143629,1,1,3,26,2,159189,10992,8,7986,40879,-2,282688,49327,0,281273,2708,4,107134,2536,2,86224,5720,1
397,310504,1,4,2,27,3,76538,90,-2,41594,49919,1,207557,13334,1,297410,27911,-2,7599,30694,5,277235,42974,0
398,223090,1,2,2,41,3,299737,19080,0,44330,19037,-2,232549,12012,2,240725,3531,1,139036,32297,5,59188,42473,1
399,143272,1,2,2,53,-1,-7341,2609,1,245716,21024,5,22036,42130,4,42367,11259,3,181299,37190,1,173210,32845,0
400,253548,1,3,3,36,0,81402,22408,2,199584,8779,-2,118990,24721,6,226883,31292,2,55139,14478,-1,225056,18454,0
401,471713,2,1,2,23,7,67478,6811,6,36165,676,3,39177,17353,0,273081,44930,5,29547,12075,4,160025,32789,1
402,188047,2,1,3,46,6,279263,48850,4,250457,14294,3,248276,33227,-2,109289,14092,5,224518,31614,7,220543,38386,1
403,293501,2,2,1,45,5,-8843,10168,3,43340,30166,4,36299,804,4,10532,34543,2,17789,26400,2,208156,23295,0
404,129121,2,1,3,35,5,106927,37861,-2,103716,14749,5,31836,36414,-1,270978,33700,5,256724,8768,0,247656,13442,1
405,87505,2,2,2,42,-2,277166,17925,7,269258,41099,-2,216826,30214,3,75191,5704,4,201350,36870,3,11945,44164,1
406,12869,1,3,2,63,6,109358,24819,-1,53828,26134,-1,176215,16704,2,290187,5524,-2,55952,7660,8,139656,39985,1
407,267186,1,4,1,57,1,25102,15486,6,44832,2670,8,10484,13809,0,11689,23141,6,104401,12413,-1,93503,7823,0
408,464351,1,4,1,40,8,109156,7719,-2,-5968,4709,3,276088,31729,3,225264,4278,2,8627,32522,3,173194,48138,0
409,322252,1,4,1,49,-1,31125,34261,1,81402,16338,1,62811,42784,-1,180104,48029,8,103943,19263,5,231324,36634,0
410,122296,1,3,3,57,4,103553,24829,2,247089,34880,-1,287836,38370,-2,243526,47811,0,175770,17445,2,65842,5989,1
411,104179,1,1,3,39,3,138104,28912,1,219852,44764,1,244714,48948,4,226482,36411,-1,164545,5240,3,286010,40545,1
412,100272,2,3,3,60,6,204313,31970,3,68784,315,7,97159,21816,-1,9676,26742,8,80157,34636,5,253507,30332,1
